DayofMonth str,DayOfWeek str,FlightDate int,UniqueCarrier str,AirlineID int,Carrier str,TailNum str,FlightNum int,OriginAirportID int,OriginAirportSeqID int,OriginCityMarketID int,Origin str,OriginCityName str,OriginState str,OriginStateFips int,OriginStateName str,OriginWac int
6,4,20121206,US,20355,US,N406US,1946,11057,1105703,31057,CLT,CharlotteNC,NC,37,NorthCarolina,36
31,1,20121231,UA,19977,UA,N402UA,352,12266,1226603,31453,IAH,HoustonTX,TX,48,Texas,74
17,1,20121217,AA,19805,AA,N3AJAA,1323,10721,1072102,30721,BOS,BostonMA,MA,25,Massachusetts,13
16,7,20121216,EV,20366,EV,N932EV,5286,10185,1018502,30185,AEX,AlexandriaLA,LA,22,Louisiana,72
10,1,20121210,OO,20304,OO,N809CA,4835,13487,1348702,31650,MSP,MinneapolisMN,MN,27,Minnesota,63
28,5,20121228,F9,20436,F9,N953FR,796,14057,1405702,34057,PDX,PortlandOR,OR,41,Oregon,92
26,3,20121226,AA,19805,AA,N489AA,513,11298,1129803,30194,DFW,Dallas/FortWorthTX,TX,48,Texas,74
11,2,20121211,EV,20366,EV,N878AS,5065,14783,1478302,34783,SGF,SpringfieldMO,MO,29,Missouri,64
20,4,20121220,US,20355,US,N626AW,456,14107,1410702,30466,PHX,PhoenixAZ,AZ,4,Arizona,81
24,1,20121224,DL,19790,DL,N557NW,2352,11697,1169703,32467,FLL,FortLauderdaleFL,FL,12,Florida,33
14,5,20121214,WN,19393,WN,N298WN,2058,11292,1129202,30325,DEN,DenverCO,CO,8,Colorado,82
4,2,20121204,DL,19790,DL,N617DL,1663,11278,1127802,30852,DCA,WashingtonDC,VA,51,Virginia,38
21,5,20121221,AS,19930,AS,N585AS,842,12982,1298202,32982,LIH,LihueHI,HI,15,Hawaii,2
17,1,20121217,MQ,20398,MQ,N638MQ,3574,13303,1330303,32467,MIA,MiamiFL,FL,12,Florida,33
1,6,20121201,UA,19977,UA,N39415,1238,14893,1489302,33192,SMF,SacramentoCA,CA,6,California,91
