DayofMonth str,DayOfWeek str,FlightDate int,UniqueCarrier str,AirlineID int,Carrier str,TailNum str,FlightNum int,OriginAirportID int,OriginAirportSeqID int,OriginCityMarketID int,Origin str,OriginCityName str,OriginState str,OriginStateFips int,OriginStateName str,OriginWac int
18,2,20121218,AA,19805,AA,N436AA,305,12953,1295302,31703,LGA,NewYorkNY,NY,36,NewYork,22
26,3,20121226,US,20355,US,N163US,1527,13204,1320402,31454,MCO,OrlandoFL,FL,12,Florida,33
28,5,20121228,EV,20366,EV,N15555,4352,11618,1161802,31703,EWR,NewarkNJ,NJ,34,NewJersey,21
6,4,20121206,OO,20304,OO,N295SW,5358,12892,1289203,32575,LAX,LosAngelesCA,CA,6,California,91
27,4,20121227,WN,19393,WN,N476WN,4602,12892,1289203,32575,LAX,LosAngelesCA,CA,6,California,91
24,1,20121224,WN,19393,WN,N735SA,1410,13198,1319801,33198,MCI,KansasCityMO,MO,29,Missouri,64
9,7,20121209,DL,19790,DL,N949DL,2337,10397,1039705,30397,ATL,AtlantaGA,GA,13,Georgia,34
14,3,20121114,AA,19805,AA,N339AA,181,12478,1247802,31703,JFK,NewYorkNY,NY,36,NewYork,22
14,5,20121214,OO,20304,OO,N641CA,4601,14869,1486903,34614,SLC,SaltLakeCityUT,UT,49,Utah,87
25,2,20121225,AA,19805,AA,N3BCAA,674,14679,1467903,33570,SAN,SanDiegoCA,CA,6,California,91
4,2,20121204,EV,20366,EV,N751EV,5338,11278,1127802,30852,DCA,WashingtonDC,VA,51,Virginia,38
11,2,20121211,OO,20304,OO,N794SK,6228,11292,1129202,30325,DEN,DenverCO,CO,8,Colorado,82
21,5,20121221,WN,19393,WN,N511SW,3694,12191,1219102,31453,HOU,HoustonTX,TX,48,Texas,74
10,1,20121210,UA,19977,UA,N24224,1504,12266,1226603,31453,IAH,HoustonTX,TX,48,Texas,74
31,1,20121231,EV,20366,EV,N398CA,4888,10397,1039705,30397,ATL,AtlantaGA,GA,13,Georgia,34
5,3,20121205,MQ,20398,MQ,N643MQ,3597,11995,1199502,31995,GSO,Greensboro/HighPointNC,NC,37,NorthCarolina,36
3,1,20121203,OO,20304,OO,N609SK,4452,12892,1289203,32575,LAX,LosAngelesCA,CA,6,California,91
21,5,20121221,WN,19393,WN,N768SW,4256,11292,1129202,30325,DEN,DenverCO,CO,8,Colorado,82
18,2,20121218,WN,19393,WN,N242WN,2874,14107,1410702,30466,PHX,PhoenixAZ,AZ,4,Arizona,81
9,7,20121209,EV,20366,EV,N710EV,4929,12339,1233904,32337,IND,IndianapolisIN,IN,18,Indiana,42
15,6,20121215,WN,19393,WN,N386SW,4858,13232,1323202,30977,MDW,ChicagoIL,IL,17,Illinois,41
2,7,20121202,AA,19805,AA,N3FXAA,526,13495,1349502,33495,MSY,NewOrleansLA,LA,22,Louisiana,72
14,5,20121214,AA,19805,AA,N4YDAA,1262,14107,1410702,30466,PHX,PhoenixAZ,AZ,4,Arizona,81
24,1,20121224,AS,19930,AS,N551AS,210,14747,1474703,30559,SEA,SeattleWA,WA,53,Washington,93
6,4,20121206,FL,20437,FL,N989AT,62,10397,1039705,30397,ATL,AtlantaGA,GA,13,Georgia,34
15,6,20121215,B6,20409,B6,N265JB,572,14027,1402702,34027,PBI,WestPalmBeach/PalmBeachFL,FL,12,Florida,33
12,3,20121212,EV,20366,EV,N695CA,5372,13487,1348702,31650,MSP,MinneapolisMN,MN,27,Minnesota,63
17,1,20121217,WN,19393,WN,N457WN,3725,10821,1082103,30852,BWI,BaltimoreMD,MD,24,Maryland,35
10,1,20121210,OO,20304,OO,N466SW,2642,12892,1289203,32575,LAX,LosAngelesCA,CA,6,California,91
16,7,20121216,WN,19393,WN,N948WN,1275,11292,1129202,30325,DEN,DenverCO,CO,8,Colorado,82
3,1,20121203,F9,20436,F9,N912FR,566,14679,1467903,33570,SAN,SanDiegoCA,CA,6,California,91
16,7,20121216,UA,19977,UA,N561UA,411,13930,1393002,30977,ORD,ChicagoIL,IL,17,Illinois,41
21,5,20121221,AA,19805,AA,N4YUAA,1216,11298,1129803,30194,DFW,Dallas/FortWorthTX,TX,48,Texas,74
14,5,20121214,AS,19930,AS,N644AS,476,14747,1474703,30559,SEA,SeattleWA,WA,53,Washington,93
31,1,20121231,B6,20409,B6,N348JB,945,10721,1072102,30721,BOS,BostonMA,MA,25,Massachusetts,13
21,5,20121221,UA,19977,UA,N33294,1705,11292,1129202,30325,DEN,DenverCO,CO,8,Colorado,82
28,5,20121228,WN,19393,WN,N426WN,1857,15016,1501603,31123,STL,St.LouisMO,MO,29,Missouri,64
6,4,20121206,UA,19977,UA,N67052,1119,12266,1226603,31453,IAH,HoustonTX,TX,48,Texas,74
31,1,20121231,WN,19393,WN,N346SW,1114,13232,1323202,30977,MDW,ChicagoIL,IL,17,Illinois,41
4,2,20121204,US,20355,US,N950UW,2140,12953,1295302,31703,LGA,NewYorkNY,NY,36,NewYork,22
14,5,20121214,FL,20437,FL,N935AT,595,14635,1463502,31714,RSW,FortMyersFL,FL,12,Florida,33
2,7,20121202,US,20355,US,N647AW,675,11618,1161802,31703,EWR,NewarkNJ,NJ,34,NewJersey,21
2,7,20121202,EV,20366,EV,N16525,4402,11049,1104902,31049,CLL,CollegeStation/BryanTX,TX,48,Texas,74
22,6,20121222,OO,20304,OO,N938SW,5298,13342,1334205,33342,MKE,MilwaukeeWI,WI,55,Wisconsin,45
6,4,20121206,AS,19930,AS,N528AS,748,14747,1474703,30559,SEA,SeattleWA,WA,53,Washington,93
30,7,20121230,WN,19393,WN,N447WN,1003,11292,1129202,30325,DEN,DenverCO,CO,8,Colorado,82
20,4,20121220,MQ,20398,MQ,N829MQ,4527,11278,1127802,30852,DCA,WashingtonDC,VA,51,Virginia,38
10,1,20121210,DL,19790,DL,N395DN,1377,11433,1143302,31295,DTW,DetroitMI,MI,26,Michigan,43
28,5,20121228,B6,20409,B6,N645JB,842,14843,1484303,34819,SJU,SanJuanPR,PR,72,PuertoRico,3
12,3,20121212,F9,20436,F9,N209FR,791,11292,1129202,30325,DEN,DenverCO,CO,8,Colorado,82
9,7,20121209,F9,20436,F9,N803FR,769,13232,1323202,30977,MDW,ChicagoIL,IL,17,Illinois,41
4,2,20121204,DL,19790,DL,N392DA,2043,12478,1247802,31703,JFK,NewYorkNY,NY,36,NewYork,22
19,3,20121219,OO,20304,OO,N786SK,6253,10713,1071302,30713,BOI,BoiseID,ID,16,Idaho,83
14,5,20121214,MQ,20398,MQ,N508MQ,3677,12892,1289203,32575,LAX,LosAngelesCA,CA,6,California,91
21,5,20121221,AS,19930,AS,N613AS,508,14747,1474703,30559,SEA,SeattleWA,WA,53,Washington,93
1,6,20121201,WN,19393,WN,N352SW,1796,15304,1530402,33195,TPA,TampaFL,FL,12,Florida,33
25,2,20121225,B6,20409,B6,N519JB,154,13204,1320402,31454,MCO,OrlandoFL,FL,12,Florida,33
2,7,20121202,MQ,20398,MQ,N531MQ,4668,10397,1039705,30397,ATL,AtlantaGA,GA,13,Georgia,34
3,1,20121203,WN,19393,WN,N653SW,619,11540,1154003,30615,ELP,ElPasoTX,TX,48,Texas,74
21,5,20121221,WN,19393,WN,N346SW,4075,12889,1288903,32211,LAS,LasVegasNV,NV,32,Nevada,85
31,1,20121231,WN,19393,WN,N363SW,558,13851,1385103,33851,OKC,OklahomaCityOK,OK,40,Oklahoma,73
26,3,20121226,UA,19977,UA,N819UA,720,12266,1226603,31453,IAH,HoustonTX,TX,48,Texas,74
11,2,20121211,AS,19930,AS,N779AS,181,10299,1029904,30299,ANC,AnchorageAK,AK,2,Alaska,1
11,2,20121211,OO,20304,OO,N776SK,5180,12266,1226603,31453,IAH,HoustonTX,TX,48,Texas,74
21,5,20121221,WN,19393,WN,N387SW,2761,14679,1467903,33570,SAN,SanDiegoCA,CA,6,California,91
4,2,20121204,EV,20366,EV,N528CA,5103,10397,1039705,30397,ATL,AtlantaGA,GA,13,Georgia,34
8,6,20121208,HA,19690,HA,N480HA,516,12173,1217301,32134,HNL,HonoluluHI,HI,15,Hawaii,2
18,2,20121218,OO,20304,OO,N585SW,6457,14905,1490503,34905,SMX,SantaMariaCA,CA,6,California,91
3,1,20121203,EV,20366,EV,N930EV,5486,12448,1244803,32448,JAN,Jackson/VicksburgMS,MS,28,Mississippi,53
25,2,20121225,DL,19790,DL,N947DL,1763,11278,1127802,30852,DCA,WashingtonDC,VA,51,Virginia,38
22,6,20121222,OO,20304,OO,N923SW,6512,12892,1289203,32575,LAX,LosAngelesCA,CA,6,California,91
10,1,20121210,EV,20366,EV,N14105,4538,11986,1198603,31986,GRR,GrandRapidsMI,MI,26,Michigan,43
26,3,20121226,DL,19790,DL,N1402A,1105,14869,1486903,34614,SLC,SaltLakeCityUT,UT,49,Utah,87
5,3,20121205,DL,19790,DL,N922DL,1697,12264,1226402,30852,IAD,WashingtonDC,VA,51,Virginia,38
17,1,20121217,WN,19393,WN,N555LV,1412,14893,1489302,33192,SMF,SacramentoCA,CA,6,California,91
18,2,20121218,AA,19805,AA,N3GFAA,1581,10529,1052904,30529,BDL,HartfordCT,CT,9,Connecticut,11
3,1,20121203,US,20355,US,N452UW,748,13303,1330303,32467,MIA,MiamiFL,FL,12,Florida,33
3,1,20121203,AA,19805,AA,N634AA,1490,11298,1129803,30194,DFW,Dallas/FortWorthTX,TX,48,Texas,74
2,7,20121202,MQ,20398,MQ,N601MQ,3958,13930,1393002,30977,ORD,ChicagoIL,IL,17,Illinois,41
7,5,20121207,WN,19393,WN,N403WN,37,14492,1449202,34492,RDU,Raleigh/DurhamNC,NC,37,NorthCarolina,36
5,3,20121205,MQ,20398,MQ,N822MQ,3411,13367,1336703,33367,MLI,MolineIL,IL,17,Illinois,41
30,7,20121230,DL,19790,DL,N995DL,748,10397,1039705,30397,ATL,AtlantaGA,GA,13,Georgia,34
21,5,20121221,OO,20304,OO,N983CA,5551,12892,1289203,32575,LAX,LosAngelesCA,CA,6,California,91
17,1,20121217,EV,20366,EV,N12530,4150,12266,1226603,31453,IAH,HoustonTX,TX,48,Texas,74
19,3,20121219,EV,20366,EV,N12166,4292,15370,1537002,34653,TUL,TulsaOK,OK,40,Oklahoma,73
25,2,20121225,UA,19977,UA,N530UA,578,13930,1393002,30977,ORD,ChicagoIL,IL,17,Illinois,41
19,3,20121219,UA,19977,UA,N840UA,264,11292,1129202,30325,DEN,DenverCO,CO,8,Colorado,82
6,4,20121206,EV,20366,EV,N872AS,5040,10397,1039705,30397,ATL,AtlantaGA,GA,13,Georgia,34
16,7,20121216,DL,19790,DL,N786NC,1036,10397,1039705,30397,ATL,AtlantaGA,GA,13,Georgia,34
20,4,20121220,UA,19977,UA,N11206,33,10721,1072102,30721,BOS,BostonMA,MA,25,Massachusetts,13
2,7,20121202,US,20355,US,N754UW,1416,12892,1289203,32575,LAX,LosAngelesCA,CA,6,California,91
23,7,20121223,MQ,20398,MQ,N820MQ,3255,11298,1129803,30194,DFW,Dallas/FortWorthTX,TX,48,Texas,74
8,6,20121208,DL,19790,DL,N948DL,1779,12953,1295302,31703,LGA,NewYorkNY,NY,36,NewYork,22
12,3,20121212,WN,19393,WN,N770SA,294,14057,1405702,34057,PDX,PortlandOR,OR,41,Oregon,92
2,7,20121202,AA,19805,AA,N3FWAA,448,12892,1289203,32575,LAX,LosAngelesCA,CA,6,California,91
24,1,20121224,UA,19977,UA,N552UA,429,12892,1289203,32575,LAX,LosAngelesCA,CA,6,California,91
17,1,20121217,DL,19790,DL,N915DN,1201,10721,1072102,30721,BOS,BostonMA,MA,25,Massachusetts,13
17,1,20121217,DL,19790,DL,N384DA,966,14107,1410702,30466,PHX,PhoenixAZ,AZ,4,Arizona,81
12,3,20121212,UA,19977,UA,N523UA,202,13930,1393002,30977,ORD,ChicagoIL,IL,17,Illinois,41
17,1,20121217,DL,19790,DL,N911DA,1482,11298,1129803,30194,DFW,Dallas/FortWorthTX,TX,48,Texas,74
10,1,20121210,OO,20304,OO,N218AG,3464,14057,1405702,34057,PDX,PortlandOR,OR,41,Oregon,92
27,4,20121227,FL,20437,FL,N603AT,576,11697,1169703,32467,FLL,FortLauderdaleFL,FL,12,Florida,33
28,5,20121228,F9,20436,F9,N922FR,760,12889,1288903,32211,LAS,LasVegasNV,NV,32,Nevada,85
17,1,20121217,AA,19805,AA,N489AA,2014,14107,1410702,30466,PHX,PhoenixAZ,AZ,4,Arizona,81
22,6,20121222,DL,19790,DL,N331NW,1383,12953,1295302,31703,LGA,NewYorkNY,NY,36,NewYork,22
2,7,20121202,EV,20366,EV,N11551,4205,10693,1069302,30693,BNA,NashvilleTN,TN,47,Tennessee,54
8,6,20121208,WN,19393,WN,N904WN,1888,15304,1530402,33195,TPA,TampaFL,FL,12,Florida,33
25,2,20121225,EV,20366,EV,N17196,4237,14492,1449202,34492,RDU,Raleigh/DurhamNC,NC,37,NorthCarolina,36
20,4,20121220,US,20355,US,N562UW,1969,14122,1412202,30198,PIT,PittsburghPA,PA,42,Pennsylvania,23
11,2,20121211,WN,19393,WN,N740SW,616,14683,1468303,33214,SAT,SanAntonioTX,TX,48,Texas,74
13,4,20121213,EV,20366,EV,N683BR,5207,10397,1039705,30397,ATL,AtlantaGA,GA,13,Georgia,34
14,5,20121214,MQ,20398,MQ,N842MQ,4450,14492,1449202,34492,RDU,Raleigh/DurhamNC,NC,37,NorthCarolina,36
8,6,20121208,US,20355,US,N741UW,1641,10994,1099402,30994,CHS,CharlestonSC,SC,45,SouthCarolina,37
28,5,20121228,DL,19790,DL,N353NB,1311,13487,1348702,31650,MSP,MinneapolisMN,MN,27,Minnesota,63
31,1,20121231,F9,20436,F9,N921FR,343,10643,1064301,30643,BKG,BransonMO,MO,29,Missouri,64
3,1,20121203,MQ,20398,MQ,N834MQ,4537,14492,1449202,34492,RDU,Raleigh/DurhamNC,NC,37,NorthCarolina,36
9,7,20121209,B6,20409,B6,N807JB,399,12953,1295302,31703,LGA,NewYorkNY,NY,36,NewYork,22
15,6,20121215,US,20355,US,N949UW,1927,14307,1430702,30721,PVD,ProvidenceRI,RI,44,RhodeIsland,15
22,6,20121222,AS,19930,AS,N587AS,862,13830,1383002,33830,OGG,KahuluiHI,HI,15,Hawaii,2
29,6,20121229,DL,19790,DL,N352NW,1353,14869,1486903,34614,SLC,SaltLakeCityUT,UT,49,Utah,87
18,2,20121218,EV,20366,EV,N14570,4150,11618,1161802,31703,EWR,NewarkNJ,NJ,34,NewJersey,21
9,7,20121209,US,20355,US,N949UW,1634,14100,1410002,34100,PHL,PhiladelphiaPA,PA,42,Pennsylvania,23
6,4,20121206,WN,19393,WN,N964WN,1033,10140,1014002,30140,ABQ,AlbuquerqueNM,NM,35,NewMexico,86
25,2,20121225,AA,19805,AA,N3DAAA,1372,12892,1289203,32575,LAX,LosAngelesCA,CA,6,California,91
8,6,20121208,YV,20378,YV,N925FJ,2606,10792,1079204,30792,BUF,BuffaloNY,NY,36,NewYork,22
9,7,20121209,OO,20304,OO,N713SK,5167,11259,1125903,30194,DAL,DallasTX,TX,48,Texas,74
2,7,20121202,OO,20304,OO,N726SK,5217,14869,1486903,34614,SLC,SaltLakeCityUT,UT,49,Utah,87
14,5,20121214,MQ,20398,MQ,N501MQ,3823,12478,1247802,31703,JFK,NewYorkNY,NY,36,NewYork,22
17,1,20121217,WN,19393,WN,N943WN,600,13796,1379601,32457,OAK,OaklandCA,CA,6,California,91
30,7,20121230,AA,19805,AA,N3DAAA,1494,14771,1477101,32457,SFO,SanFranciscoCA,CA,6,California,91
19,3,20121219,WN,19393,WN,N632SW,2135,15016,1501603,31123,STL,St.LouisMO,MO,29,Missouri,64
10,1,20121210,DL,19790,DL,N939DL,874,14492,1449202,34492,RDU,Raleigh/DurhamNC,NC,37,NorthCarolina,36
14,5,20121214,DL,19790,DL,N969DL,1489,10397,1039705,30397,ATL,AtlantaGA,GA,13,Georgia,34
25,2,20121225,EV,20366,EV,N11165,6119,12264,1226402,30852,IAD,WashingtonDC,VA,51,Virginia,38
2,7,20121202,EV,20366,EV,N16976,4637,11618,1161802,31703,EWR,NewarkNJ,NJ,34,NewJersey,21
15,6,20121215,WN,19393,WN,N509SW,2297,12191,1219102,31453,HOU,HoustonTX,TX,48,Texas,74
7,5,20121207,AA,19805,AA,N4XMAA,1826,14570,1457002,34570,RNO,RenoNV,NV,32,Nevada,85
29,6,20121229,B6,20409,B6,N793JB,376,11697,1169703,32467,FLL,FortLauderdaleFL,FL,12,Florida,33
22,6,20121222,WN,19393,WN,N703SW,3817,12889,1288903,32211,LAS,LasVegasNV,NV,32,Nevada,85
16,7,20121216,MQ,20398,MQ,N519MQ,4603,11057,1105703,31057,CLT,CharlotteNC,NC,37,NorthCarolina,36
26,3,20121226,AA,19805,AA,N571AA,898,15016,1501603,31123,STL,St.LouisMO,MO,29,Missouri,64
23,7,20121223,WN,19393,WN,N8315C,669,14492,1449202,34492,RDU,Raleigh/DurhamNC,NC,37,NorthCarolina,36
5,3,20121205,DL,19790,DL,N931DL,2136,10397,1039705,30397,ATL,AtlantaGA,GA,13,Georgia,34
16,7,20121216,FL,20437,FL,N279AT,147,10397,1039705,30397,ATL,AtlantaGA,GA,13,Georgia,34
12,3,20121212,DL,19790,DL,N965DL,961,13198,1319801,33198,MCI,KansasCityMO,MO,29,Missouri,64
13,4,20121213,DL,19790,DL,N602DL,1663,11278,1127802,30852,DCA,WashingtonDC,VA,51,Virginia,38
3,1,20121203,WN,19393,WN,N757LV,1436,14107,1410702,30466,PHX,PhoenixAZ,AZ,4,Arizona,81
3,1,20121203,AA,19805,AA,N377AA,2001,13303,1330303,32467,MIA,MiamiFL,FL,12,Florida,33
24,1,20121224,FL,20437,FL,N996AT,512,14635,1463502,31714,RSW,FortMyersFL,FL,12,Florida,33
6,4,20121206,HA,19690,HA,N594HA,11,14771,1477101,32457,SFO,SanFranciscoCA,CA,6,California,91
25,2,20121225,YV,20378,YV,N37178,1019,13830,1383002,33830,OGG,KahuluiHI,HI,15,Hawaii,2
26,3,20121226,B6,20409,B6,N239JB,1069,12478,1247802,31703,JFK,NewYorkNY,NY,36,NewYork,22
30,7,20121230,US,20355,US,N747UW,1506,11298,1129803,30194,DFW,Dallas/FortWorthTX,TX,48,Texas,74
11,2,20121211,YV,20378,YV,N509MJ,3801,14492,1449202,34492,RDU,Raleigh/DurhamNC,NC,37,NorthCarolina,36
7,5,20121207,B6,20409,B6,N534JB,317,12264,1226402,30852,IAD,WashingtonDC,VA,51,Virginia,38
24,1,20121224,AA,19805,AA,N508AA,601,12264,1226402,30852,IAD,WashingtonDC,VA,51,Virginia,38
21,5,20121221,AS,19930,AS,N568AS,837,13796,1379601,32457,OAK,OaklandCA,CA,6,California,91
18,2,20121218,US,20355,US,N838AW,540,14107,1410702,30466,PHX,PhoenixAZ,AZ,4,Arizona,81
29,6,20121229,B6,20409,B6,N779JB,715,12478,1247802,31703,JFK,NewYorkNY,NY,36,NewYork,22
3,1,20121203,AS,19930,AS,N402AS,683,11292,1129202,30325,DEN,DenverCO,CO,8,Colorado,82
31,1,20121231,AA,19805,AA,N3DUAA,1280,10423,1042302,30423,AUS,AustinTX,TX,48,Texas,74
22,6,20121222,WN,19393,WN,N277WN,4176,14831,1483103,32457,SJC,SanJoseCA,CA,6,California,91
29,6,20121229,EV,20366,EV,N27200,4274,14524,1452401,34524,RIC,RichmondVA,VA,51,Virginia,38
31,1,20121231,AS,19930,AS,N627AS,554,14747,1474703,30559,SEA,SeattleWA,WA,53,Washington,93
27,4,20121227,AS,19930,AS,N548AS,329,14831,1483103,32457,SJC,SanJoseCA,CA,6,California,91
2,7,20121202,DL,19790,DL,N910DN,1230,10397,1039705,30397,ATL,AtlantaGA,GA,13,Georgia,34
1,6,20121201,OO,20304,OO,N824SK,4562,13487,1348702,31650,MSP,MinneapolisMN,MN,27,Minnesota,63
5,3,20121205,YV,20378,YV,N922FJ,2731,14107,1410702,30466,PHX,PhoenixAZ,AZ,4,Arizona,81
25,2,20121225,UA,19977,UA,N435UA,962,11292,1129202,30325,DEN,DenverCO,CO,8,Colorado,82
2,7,20121202,US,20355,US,N661AW,500,14107,1410702,30466,PHX,PhoenixAZ,AZ,4,Arizona,81
30,7,20121230,WN,19393,WN,N511SW,2912,11140,1114002,31140,CRP,CorpusChristiTX,TX,48,Texas,74
13,4,20121213,UA,19977,UA,N818UA,278,13891,1389101,32575,ONT,OntarioCA,CA,6,California,91
25,2,20121225,F9,20436,F9,N803FR,268,11292,1129202,30325,DEN,DenverCO,CO,8,Colorado,82
8,6,20121208,OO,20304,OO,N455SW,4469,12335,1233502,32335,IMT,IronMountain/KingsfdMI,MI,26,Michigan,43
10,1,20121210,WN,19393,WN,N942WN,290,13232,1323202,30977,MDW,ChicagoIL,IL,17,Illinois,41
12,3,20121212,OO,20304,OO,N960SW,5472,13930,1393002,30977,ORD,ChicagoIL,IL,17,Illinois,41
14,5,20121214,YV,20378,YV,N923FJ,2828,14107,1410702,30466,PHX,PhoenixAZ,AZ,4,Arizona,81
26,3,20121226,EV,20366,EV,N10575,6150,13930,1393002,30977,ORD,ChicagoIL,IL,17,Illinois,41
9,7,20121209,EV,20366,EV,N14923,4202,15016,1501603,31123,STL,St.LouisMO,MO,29,Missouri,64
31,1,20121231,EV,20366,EV,N451CA,5102,13277,1327702,33277,MGM,MontgomeryAL,AL,1,Alabama,51
19,3,20121219,WN,19393,WN,N655WN,4855,14057,1405702,34057,PDX,PortlandOR,OR,41,Oregon,92
24,1,20121224,WN,19393,WN,N749SW,399,14107,1410702,30466,PHX,PhoenixAZ,AZ,4,Arizona,81
16,7,20121216,EV,20366,EV,N391CA,4935,13487,1348702,31650,MSP,MinneapolisMN,MN,27,Minnesota,63
14,5,20121214,WN,19393,WN,N255WN,833,14893,1489302,33192,SMF,SacramentoCA,CA,6,California,91
4,2,20121204,DL,19790,DL,N3736C,1415,12478,1247802,31703,JFK,NewYorkNY,NY,36,NewYork,22
28,5,20121228,UA,19977,UA,N14731,1555,11292,1129202,30325,DEN,DenverCO,CO,8,Colorado,82
19,3,20121219,OO,20304,OO,N754SK,6437,13930,1393002,30977,ORD,ChicagoIL,IL,17,Illinois,41
30,7,20121230,DL,19790,DL,N330NW,2259,13487,1348702,31650,MSP,MinneapolisMN,MN,27,Minnesota,63
9,7,20121209,DL,19790,DL,N130DL,1654,12892,1289203,32575,LAX,LosAngelesCA,CA,6,California,91
31,1,20121231,WN,19393,WN,N707SA,3123,14747,1474703,30559,SEA,SeattleWA,WA,53,Washington,93
28,5,20121228,OO,20304,OO,N957SW,6452,12892,1289203,32575,LAX,LosAngelesCA,CA,6,California,91
20,4,20121220,AA,19805,AA,N3GFAA,2298,14771,1477101,32457,SFO,SanFranciscoCA,CA,6,California,91
7,5,20121207,WN,19393,WN,N245WN,685,13198,1319801,33198,MCI,KansasCityMO,MO,29,Missouri,64
11,2,20121211,OO,20304,OO,N754SK,6247,13930,1393002,30977,ORD,ChicagoIL,IL,17,Illinois,41
15,6,20121215,US,20355,US,N822AW,450,14107,1410702,30466,PHX,PhoenixAZ,AZ,4,Arizona,81
8,6,20121208,AS,19930,AS,N771AS,246,14057,1405702,34057,PDX,PortlandOR,OR,41,Oregon,92
9,7,20121209,OO,20304,OO,N787SK,6518,13244,1324402,33244,MEM,MemphisTN,TN,47,Tennessee,54
14,5,20121214,OO,20304,OO,N803SK,4708,14869,1486903,34614,SLC,SaltLakeCityUT,UT,49,Utah,87
7,5,20121207,WN,19393,WN,N415WN,337,13232,1323202,30977,MDW,ChicagoIL,IL,17,Illinois,41
14,5,20121214,WN,19393,WN,N380SW,1179,13198,1319801,33198,MCI,KansasCityMO,MO,29,Missouri,64
6,4,20121206,US,20355,US,N949UW,2121,10721,1072102,30721,BOS,BostonMA,MA,25,Massachusetts,13
28,5,20121228,AA,19805,AA,N5DLAA,1048,13303,1330303,32467,MIA,MiamiFL,FL,12,Florida,33
15,6,20121215,B6,20409,B6,N655JB,47,12478,1247802,31703,JFK,NewYorkNY,NY,36,NewYork,22
29,6,20121229,UA,19977,UA,N506UA,676,12266,1226603,31453,IAH,HoustonTX,TX,48,Texas,74
19,3,20121219,OO,20304,OO,N576SW,7385,11525,1152502,31525,EKO,ElkoNV,NV,32,Nevada,85
28,5,20121228,MQ,20398,MQ,N618MQ,3958,13930,1393002,30977,ORD,ChicagoIL,IL,17,Illinois,41
17,1,20121217,WN,19393,WN,N641SW,56,12191,1219102,31453,HOU,HoustonTX,TX,48,Texas,74
5,3,20121205,AA,19805,AA,N4XPAA,1957,10397,1039705,30397,ATL,AtlantaGA,GA,13,Georgia,34
16,7,20121216,EV,20366,EV,N755EV,4883,11537,1153703,31537,ELM,Elmira/CorningNY,NY,36,NewYork,22
19,3,20121219,DL,19790,DL,N645DL,2267,14679,1467903,33570,SAN,SanDiegoCA,CA,6,California,91
6,4,20121206,MQ,20398,MQ,N630MQ,3571,12339,1233904,32337,IND,IndianapolisIN,IN,18,Indiana,42
14,5,20121214,FL,20437,FL,N971AT,626,10821,1082103,30852,BWI,BaltimoreMD,MD,24,Maryland,35
25,2,20121225,UA,19977,UA,N586UA,557,11697,1169703,32467,FLL,FortLauderdaleFL,FL,12,Florida,33
7,5,20121207,WN,19393,WN,N791SW,1054,10800,1080003,32575,BUR,BurbankCA,CA,6,California,91
9,7,20121209,UA,19977,UA,N466UA,606,14107,1410702,30466,PHX,PhoenixAZ,AZ,4,Arizona,81
19,3,20121219,US,20355,US,N177US,1501,11057,1105703,31057,CLT,CharlotteNC,NC,37,NorthCarolina,36
5,3,20121205,OO,20304,OO,N791SK,5653,10423,1042302,30423,AUS,AustinTX,TX,48,Texas,74
23,7,20121223,AA,19805,AA,N516AA,2040,11298,1129803,30194,DFW,Dallas/FortWorthTX,TX,48,Texas,74
16,7,20121216,DL,19790,DL,N317NB,2278,14869,1486903,34614,SLC,SaltLakeCityUT,UT,49,Utah,87
12,3,20121212,DL,19790,DL,N3741S,1916,11292,1129202,30325,DEN,DenverCO,CO,8,Colorado,82
3,1,20121203,EV,20366,EV,N11526,4486,12951,1295102,32951,LFT,LafayetteLA,LA,22,Louisiana,72
27,4,20121227,EV,20366,EV,N722EV,5385,11433,1143302,31295,DTW,DetroitMI,MI,26,Michigan,43
12,3,20121212,YV,20378,YV,N905FJ,2779,14107,1410702,30466,PHX,PhoenixAZ,AZ,4,Arizona,81
2,7,20121202,OO,20304,OO,N466SW,2655,12892,1289203,32575,LAX,LosAngelesCA,CA,6,California,91
29,6,20121229,OO,20304,OO,N936SW,6377,11122,1112202,31122,CPR,CasperWY,WY,56,Wyoming,88
15,6,20121215,AA,19805,AA,N599AA,1362,10140,1014002,30140,ABQ,AlbuquerqueNM,NM,35,NewMexico,86
8,6,20121208,EV,20366,EV,N11548,6152,12264,1226402,30852,IAD,WashingtonDC,VA,51,Virginia,38
16,7,20121216,YV,20378,YV,N939LR,2833,15376,1537602,30436,TUS,TucsonAZ,AZ,4,Arizona,81
1,6,20121201,AA,19805,AA,N555AA,313,12953,1295302,31703,LGA,NewYorkNY,NY,36,NewYork,22
21,5,20121221,OO,20304,OO,N703SK,5166,11298,1129803,30194,DFW,Dallas/FortWorthTX,TX,48,Texas,74
24,1,20121224,FL,20437,FL,N974AT,561,15304,1530402,33195,TPA,TampaFL,FL,12,Florida,33
31,1,20121231,WN,19393,WN,N246LV,4072,13232,1323202,30977,MDW,ChicagoIL,IL,17,Illinois,41
28,5,20121228,OO,20304,OO,N969SW,6536,11292,1129202,30325,DEN,DenverCO,CO,8,Colorado,82
20,4,20121220,VX,21171,VX,N635VA,97,12264,1226402,30852,IAD,WashingtonDC,VA,51,Virginia,38
