DayofMonth str,DayOfWeek str,FlightDate int,UniqueCarrier str,AirlineID int,Carrier str,TailNum str,FlightNum int,OriginAirportID int,OriginAirportSeqID int,OriginCityMarketID int,Origin str,OriginCityName str,OriginState str,OriginStateFips int,OriginStateName str,OriginWac int
28.0,5.0,2.0121228E7,UA,19977.0,UA,N18220,,11292.0,1129202.0,30325.0,DEN,DenverCO,CO,8.0,Colorado,82.0
8.0,6.0,2.0121208E7,F9,20436.0,F9,N920FR,195.0,11292.0,1129202.0,30325.0,DEN,DenverCO,CO,8.0,Colorado,82.0
10.0,1.0,2.012121E7,MQ,20398.0,MQ,N721MQ,2782.0,11298.0,1129803.0,30194.0,DFW,Dallas/FortWorthTX,TX,48.0,Texas,74.0
25.0,2.0,2.0121224E7,OO,20304.0,OO,N952SW,6344.0,12892.0,1289203.0,32575.0,LAX,LosAngelesCA,CA,6.0,California,91.0
28.0,5.0,2.0121228E7,WN,19393.0,WN,,3590.0,14570.0,1457002.0,34570.0,RNO,RenoNV,NV,32.0,Nevada,85.0
12.0,3.0,2.0121212E7,EV,20366.0,EV,N27962,6079.0,10408.0,1040802.0,30408.0,ATW,AppletonWI,WI,55.0,Wisconsin,45.0
3.0,1.0,2.0121204E7,US,20355.0,US,N809AW,325.0,13796.0,1379601.0,32457.0,OAK,OaklandCA,CA,6.0,California,91.0
18.0,2.0,2.0121218E7,WN,19393.0,WN,N247WN,3033.0,12892.0,1289203.0,32575.0,LAX,LosAngelesCA,CA,6.0,California,91.0
21.0,5.0,2.012122E7,F9,20436.0,F9,N261AV,198.0,11267.0,1126702.0,31267.0,DAY,DaytonOH,OH,39.0,Ohio,44.0
15.0,6.0,2.0121216E7,AA,19805.0,AA,N426AA,1789.0,13487.0,1348702.0,31650.0,MSP,MinneapolisMN,MN,27.0,Minnesota,63.0
17.0,1.0,2.0121216E7,AA,19805.0,AA,N3FUAA,2461.0,11298.0,1129803.0,30194.0,DFW,Dallas/FortWorthTX,TX,48.0,Texas,74.0
21.0,5.0,2.012122E7,AA,19805.0,AA,N5EMAA,1103.0,13303.0,1330303.0,32467.0,MIA,MiamiFL,FL,12.0,Florida,33.0
6.0,4.0,2.0121206E7,AA,19805.0,AA,,,13303.0,1330303.0,32467.0,MIA,MiamiFL,FL,12.0,Florida,33.0
29.0,6.0,2.0121228E7,OO,20304.0,OO,N768SK,5625.0,13198.0,1319801.0,33198.0,MCI,KansasCityMO,MO,29.0,Missouri,64.0
27.0,4.0,2.0121228E7,MQ,20398.0,MQ,N723MQ,4572.0,15919.0,1591902.0,31834.0,XNA,FayettevilleAR,AR,5.0,Arkansas,71.0
18.0,2.0,2.0121218E7,US,20355.0,US,,407.0,14100.0,1410002.0,34100.0,PHL,PhiladelphiaPA,PA,42.0,Pennsylvania,23.0
13.0,4.0,2.0121212E7,MQ,20398.0,MQ,N821MQ,,15412.0,1541202.0,35412.0,TYS,KnoxvilleTN,TN,47.0,Tennessee,54.0
10.0,1.0,2.012121E7,OO,20304.0,OO,N824SK,4779.0,13487.0,1348702.0,31650.0,MSP,MinneapolisMN,MN,27.0,Minnesota,63.0
19.0,3.0,2.012122E7,EV,20366.0,EV,N11155,4266.0,12951.0,1295102.0,32951.0,LFT,LafayetteLA,LA,22.0,Louisiana,72.0
17.0,1.0,2.0121216E7,F9,20436.0,F9,N204FR,282.0,11292.0,1129202.0,30325.0,DEN,DenverCO,CO,8.0,Colorado,82.0
16.0,5.0,2.0121116E7,AA,19805.0,AA,N3AMAA,528.0,14679.0,1467903.0,33570.0,SAN,SanDiegoCA,CA,6.0,California,91.0
16.0,7.0,2.0121216E7,WN,19393.0,WN,N406WN,1862.0,14122.0,1412202.0,30198.0,PIT,PittsburghPA,PA,42.0,Pennsylvania,23.0
8.0,6.0,2.0121208E7,DL,19790.0,DL,N174DZ,1975.0,10397.0,1039705.0,30397.0,ATL,AtlantaGA,GA,13.0,Georgia,34.0
15.0,6.0,2.0121216E7,MQ,20398.0,MQ,N725MQ,4484.0,12953.0,1295302.0,31703.0,LGA,NewYorkNY,NY,36.0,NewYork,22.0
